Configurazione,alpha,Cd,CL,J
naca4412_goe431,0.7676767676767677,0.278343,-2.377692,0.7676767676767677
naca4412_goe431,0.7777777777777778,0.278343,-2.377692,0.7777777777777778
naca4412_goe431,0.787878787878788,0.278343,-2.377692,0.787878787878788
naca4412_goe431,0.797979797979798,0.278343,-2.377692,0.797979797979798
naca4412_goe431,0.8080808080808082,0.278343,-2.377692,0.8080808080808082
naca4412_goe431,0.8181818181818182,0.278343,-2.377692,0.8181818181818182
naca4412_goe431,0.8282828282828284,0.278343,-2.377692,0.8282828282828284
naca4412_goe431,0.8383838383838385,0.278343,-2.377692,0.8383838383838385
naca4412_goe431,0.8484848484848485,0.278343,-2.377692,0.8484848484848485
naca4412_goe431,0.8585858585858587,0.278343,-2.377692,0.8585858585858587
naca4412_goe431,0.8686868686868687,0.278343,-2.377692,0.8686868686868687
naca4412_goe431,0.8787878787878789,0.278343,-2.377692,0.8787878787878789
naca4412_goe431,0.888888888888889,0.278343,-2.377692,0.888888888888889
naca4412_goe431,0.8989898989898991,0.278343,-2.377692,0.8989898989898991
naca4412_goe431,0.9090909090909092,0.278343,-2.377692,0.9090909090909092
naca4412_goe431,0.9191919191919192,0.278343,-2.377692,0.9191919191919192
naca4412_goe431,0.9292929292929294,0.278343,-2.377692,0.9292929292929294
naca4412_goe431,0.9393939393939394,0.278343,-2.377692,0.9393939393939394
naca4412_goe431,0.9494949494949496,0.278343,-2.377692,0.9494949494949496
naca4412_goe431,0.9595959595959597,0.278343,-2.377692,0.9595959595959597
naca4412_goe431,0.9696969696969697,0.278343,-2.377692,0.9696969696969697
naca4412_goe431,0.9797979797979799,0.278343,-2.377692,0.9797979797979799
naca4412_goe431,0.98989898989899,0.278343,-2.377692,0.98989898989899
naca4412_goe431,1.0,0.278343,-2.377692,1.0
