Configurazione,alpha,Cd,CL,J
naca4412_eppler61_naso,0.6161616161616162,0.256611,-2.476482,0.9803399205237365
naca4412_eppler61_naso,0.6262626262626263,0.256611,-2.476482,0.9808572910362697
naca4412_eppler61_naso,0.6363636363636365,0.256611,-2.476482,0.981374661548803
naca4412_eppler61_naso,0.6464646464646465,0.256611,-2.476482,0.9818920320613362
naca4412_eppler61_naso,0.6565656565656566,0.256611,-2.476482,0.9824094025738694
naca4412_eppler61_naso,0.6666666666666667,0.256611,-2.476482,0.9829267730864027
naca4412_eppler61_naso,0.6767676767676768,0.256611,-2.476482,0.9834441435989361
naca4412_eppler61_naso,0.686868686868687,0.256611,-2.476482,0.9839615141114693
naca4412_eppler61_naso,0.696969696969697,0.256611,-2.476482,0.9844788846240025
naca4412_eppler61_naso,0.7070707070707072,0.256611,-2.476482,0.9849962551365358
naca4412_eppler61_naso,0.7171717171717172,0.256611,-2.476482,0.9855136256490691
naca4412_eppler61_naso,0.7272727272727273,0.256611,-2.476482,0.9860309961616023
naca4412_eppler61_naso,0.7373737373737375,0.256611,-2.476482,0.9865483666741355
naca4412_eppler61_naso,0.7474747474747475,0.256611,-2.476482,0.9870657371866688
naca4412_eppler61_naso,0.7575757575757577,0.256611,-2.476482,0.987583107699202
naca4412_eppler61_naso,0.7676767676767677,0.256611,-2.476482,0.9881004782117353
naca4412_eppler61_naso,0.7777777777777778,0.256611,-2.476482,0.9886178487242685
naca4412_eppler61_naso,0.787878787878788,0.256611,-2.476482,0.9891352192368017
naca4412_eppler61_naso,0.797979797979798,0.256611,-2.476482,0.989652589749335
naca4412_eppler61_naso,0.8080808080808082,0.256611,-2.476482,0.9901699602618683
naca4412_eppler61_naso,0.8181818181818182,0.256611,-2.476482,0.9906873307744015
naca4412_eppler61_naso,0.8282828282828284,0.256611,-2.476482,0.9912047012869347
naca4412_eppler61_naso,0.8383838383838385,0.256611,-2.476482,0.991722071799468
naca4412_eppler61_naso,0.8484848484848485,0.256611,-2.476482,0.9922394423120012
naca4412_eppler61_naso,0.8585858585858587,0.256611,-2.476482,0.9927568128245345
naca4412_eppler61_naso,0.8686868686868687,0.256611,-2.476482,0.9932741833370677
naca4412_eppler61_naso,0.8787878787878789,0.256611,-2.476482,0.993791553849601
naca4412_eppler61_naso,0.888888888888889,0.256611,-2.476482,0.9943089243621342
naca4412_eppler61_naso,0.8989898989898991,0.256611,-2.476482,0.9948262948746676
naca4412_eppler61_naso,0.9090909090909092,0.256611,-2.476482,0.9953436653872008
naca4412_eppler61_naso,0.9191919191919192,0.256611,-2.476482,0.995861035899734
naca4412_eppler61_naso,0.9292929292929294,0.256611,-2.476482,0.9963784064122673
naca4412_eppler61_naso,0.9393939393939394,0.256611,-2.476482,0.9968957769248005
naca4412_eppler61_naso,0.9494949494949496,0.256611,-2.476482,0.9974131474373338
naca4412_eppler61_naso,0.9595959595959597,0.256611,-2.476482,0.997930517949867
naca4412_eppler61_naso,0.9696969696969697,0.256611,-2.476482,0.9984478884624003
naca4412_eppler61_naso,0.9797979797979799,0.256611,-2.476482,0.9989652589749335
naca4412_eppler61_naso,0.98989898989899,0.256611,-2.476482,0.9994826294874668
naca4412_eppler61_naso,1.0,0.256611,-2.476482,1.0
